numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5;Activo;Nombre;Cedula;Telefono
65;5;6;10;4;3;20;19;16;23;18;32;31;0;37;33;48;50;49;58;52;65;71;69;74;63;-1;No;No;No
66;7;4;13;9;12;26;19;27;17;18;40;39;0;42;45;57;60;48;58;47;61;66;70;75;72;-1;No;No;No
67;7;13;3;12;8;25;23;16;27;19;35;43;0;45;40;50;57;52;51;56;74;71;61;69;64;-1;No;No;No
68;15;1;12;3;8;24;26;18;25;17;45;38;0;44;43;50;48;55;60;51;63;70;72;68;62;-1;No;No;No
69;6;1;7;8;13;20;21;26;30;23;36;45;0;39;31;52;46;59;57;53;69;62;74;71;70;-1;No;No;No
70;2;7;3;10;5;26;24;28;23;20;43;41;0;36;37;57;60;46;52;54;69;75;65;63;72;-1;No;No;No
71;1;5;6;9;3;19;25;27;28;26;33;36;0;45;38;46;48;59;51;56;70;61;62;71;64;-1;No;No;No
72;7;2;6;9;8;27;16;24;23;25;42;32;0;38;36;53;59;49;46;52;72;75;61;64;66;-1;No;No;No
73;3;1;2;12;14;24;25;27;28;19;45;34;0;31;42;54;48;55;59;57;71;68;75;72;65;-1;No;No;No
74;2;8;10;5;7;19;21;18;17;23;36;38;0;34;35;59;55;51;46;47;64;62;66;74;73;-1;No;No;No
75;3;5;2;8;9;21;24;17;19;23;34;45;0;33;31;50;57;54;58;52;63;73;75;68;74;-1;No;No;No
76;10;4;6;1;11;19;17;22;26;25;43;39;0;42;40;52;56;53;59;47;68;71;70;67;64;-1;No;No;No
77;13;14;3;15;8;23;30;22;17;21;39;41;0;42;35;52;56;47;48;53;74;75;66;69;68;-1;No;No;No
78;8;4;12;7;5;22;25;26;16;30;32;38;0;31;33;53;52;54;55;48;68;65;63;61;64;-1;No;No;No
79;8;3;13;5;10;21;29;22;20;28;45;43;0;37;33;54;53;60;46;59;66;69;72;73;64;-1;No;No;No
80;13;8;12;2;5;17;22;16;18;26;39;45;0;36;37;46;50;58;59;49;66;75;65;70;67;-1;No;No;No
81;11;9;10;4;14;26;22;25;19;30;33;39;0;37;34;52;59;58;54;60;64;63;72;71;68;-1;No;No;No
82;2;7;3;9;1;22;27;26;30;19;33;42;0;37;36;57;51;55;50;49;67;64;70;62;71;-1;No;No;No
83;7;13;12;5;14;25;23;18;19;16;36;33;0;35;32;53;59;50;55;46;66;75;74;68;62;-1;No;No;No
84;13;4;14;2;1;21;29;19;20;27;44;39;0;40;32;48;59;60;57;49;73;69;63;61;68;-1;No;No;No
85;15;4;5;3;6;20;19;28;26;24;32;44;0;43;39;55;54;46;47;52;64;61;75;62;65;-1;No;No;No
86;8;14;1;6;10;29;16;17;25;18;32;33;0;39;35;60;59;49;57;53;62;71;75;64;66;-1;No;No;No
87;8;10;9;7;2;29;22;20;17;21;33;40;0;34;31;47;46;49;53;56;67;72;65;74;73;-1;No;No;No
88;6;4;2;5;13;19;22;30;29;27;40;36;0;34;33;50;48;53;46;60;64;69;72;71;68;-1;No;No;No
89;9;6;15;8;3;25;29;18;22;19;31;38;0;44;39;49;53;59;51;46;73;61;68;66;62;-1;No;No;No
90;9;5;13;1;3;21;22;25;24;23;42;40;0;39;44;55;56;51;49;48;66;62;70;72;71;-1;No;No;No
91;7;8;12;6;5;22;19;20;30;24;34;32;0;44;40;52;50;57;58;56;71;68;74;62;73;-1;No;No;No
92;15;11;6;5;7;24;30;21;19;23;45;43;0;32;33;53;54;55;58;52;73;62;70;67;65;-1;No;No;No
93;3;10;7;1;5;26;21;16;22;24;37;32;0;44;33;59;54;55;48;46;65;75;71;70;73;-1;No;No;No
94;8;5;12;3;7;18;27;21;17;16;42;31;0;38;35;52;50;54;48;53;73;65;63;74;67;-1;No;No;No
95;11;6;10;1;2;17;21;30;22;16;36;34;0;43;44;51;56;58;59;47;74;63;62;66;71;-1;No;No;No
96;9;13;1;5;6;27;30;18;16;24;32;38;0;35;41;54;47;51;60;52;68;69;73;75;71;-1;No;No;No
97;4;8;11;3;14;23;25;22;19;18;43;40;0;34;42;57;56;51;59;55;68;72;74;67;63;-1;No;No;No
98;1;12;8;14;7;20;19;27;29;23;41;33;0;42;31;53;54;50;58;47;67;69;68;65;63;-1;No;No;No
99;12;2;15;13;14;28;19;17;16;20;33;45;0;42;37;50;57;54;48;49;61;62;71;73;66;-1;No;No;No
100;7;6;14;1;8;18;19;26;22;24;42;40;0;36;34;56;51;58;60;47;71;67;62;64;66;-1;No;No;No
101;10;8;12;5;6;25;23;29;19;21;43;39;0;33;32;51;60;55;57;47;65;71;68;61;73;-1;No;No;No
102;3;2;7;14;11;23;29;30;18;28;41;31;0;37;44;53;52;58;50;56;71;69;61;74;72;-1;No;No;No
103;15;10;6;2;12;22;19;18;23;24;40;32;0;33;36;47;54;48;60;53;70;74;63;72;71;-1;No;No;No
104;2;4;10;7;8;21;19;28;30;25;42;35;0;39;45;51;59;53;49;57;72;61;71;66;73;-1;No;No;No
105;3;7;9;2;15;20;18;22;30;19;35;33;0;41;45;59;51;47;53;52;67;61;64;74;73;-1;No;No;No
106;5;9;11;10;1;25;21;20;17;23;42;38;0;32;41;53;47;49;56;59;74;61;73;66;63;-1;No;No;No
107;6;8;10;12;13;29;24;23;18;20;39;40;0;33;44;54;46;57;47;49;73;69;71;62;67;-1;No;No;No
108;3;11;7;15;2;30;29;17;19;20;38;44;0;42;37;58;46;59;55;53;67;72;68;61;70;-1;No;No;No
109;1;8;4;12;5;22;21;23;27;16;34;32;0;36;41;59;48;57;49;53;63;65;73;66;70;-1;No;No;No
110;11;5;10;14;12;17;22;18;29;19;42;43;0;35;39;58;48;59;46;55;63;65;70;67;69;-1;No;No;No
111;5;11;9;6;3;19;30;27;23;18;44;45;0;37;39;56;47;59;52;46;67;73;71;72;61;-1;No;No;No
112;1;8;6;3;15;28;20;30;18;25;44;34;0;38;42;59;51;55;53;60;72;71;64;75;61;-1;No;No;No
113;7;2;5;8;13;21;26;19;24;22;32;41;0;39;37;60;53;50;51;58;70;64;69;68;63;-1;No;No;No
114;5;9;6;11;12;24;21;27;16;22;42;37;0;33;31;55;51;49;50;47;74;66;63;64;69;-1;No;No;No
115;4;9;11;2;14;26;23;17;30;24;39;33;0;44;32;60;52;48;56;59;74;72;63;75;61;-1;No;No;No
116;10;12;2;13;4;24;25;21;26;16;32;39;0;35;31;56;46;52;58;47;72;74;70;63;64;-1;No;No;No
117;5;3;14;10;2;16;25;29;27;23;43;36;0;37;38;49;60;56;58;57;66;74;70;62;64;-1;No;No;No
118;6;1;13;12;4;29;22;21;26;27;37;35;0;42;40;54;50;55;51;48;65;73;71;62;67;-1;No;No;No
119;10;5;3;13;7;20;23;26;29;16;35;33;0;36;44;46;60;57;53;55;75;62;71;70;74;-1;No;No;No
120;9;1;14;4;11;18;21;16;28;24;43;33;0;38;39;50;59;49;54;55;66;74;62;63;72;-1;No;No;No
121;14;5;6;1;2;16;26;28;25;24;34;33;0;38;43;59;58;55;60;48;62;72;70;71;65;-1;No;No;No
122;8;1;11;9;6;23;25;19;26;16;38;39;0;32;43;53;58;60;50;55;63;64;71;69;68;-1;No;No;No
123;8;15;14;6;1;16;23;21;24;28;43;42;0;45;34;53;57;52;47;54;61;64;73;75;68;-1;No;No;No
124;9;8;2;15;7;19;23;25;18;26;41;35;0;43;37;52;54;47;56;59;62;66;72;71;63;-1;No;No;No
125;8;11;7;9;13;23;26;25;29;19;44;37;0;40;41;51;53;55;49;59;74;72;68;75;67;-1;No;No;No
126;3;12;6;7;8;27;20;22;29;18;37;35;0;33;34;57;52;59;49;55;64;74;70;61;65;-1;No;No;No
127;9;2;1;13;15;16;19;21;18;26;35;36;0;37;45;47;54;56;48;52;70;71;74;64;65;-1;No;No;No
128;11;2;14;1;5;27;25;17;19;28;33;32;0;41;44;60;56;52;58;47;72;64;70;68;74;-1;No;No;No
129;3;7;12;8;1;19;17;28;26;20;40;38;0;36;33;47;57;54;60;49;67;64;66;65;75;-1;No;No;No
130;2;5;1;9;7;29;24;16;30;27;40;36;0;31;37;52;48;49;57;58;74;67;75;71;72;-1;No;No;No
131;10;1;9;11;3;27;26;18;23;25;41;43;0;44;42;55;46;52;54;48;74;68;62;64;69;-1;No;No;No
132;14;12;3;11;8;29;20;25;30;26;37;42;0;44;33;47;49;46;48;58;74;69;75;73;71;-1;No;No;No
133;2;3;9;12;11;23;30;29;26;16;32;39;0;45;40;59;52;48;47;60;66;64;63;62;70;-1;No;No;No
134;10;1;4;5;13;30;27;17;25;19;40;37;0;43;41;50;47;53;51;48;63;72;64;65;67;-1;No;No;No
135;1;13;7;11;8;21;18;17;27;20;39;40;0;33;31;51;53;57;59;50;70;63;66;69;74;-1;No;No;No
136;11;4;6;13;8;18;30;26;29;16;34;35;0;32;42;46;48;51;47;57;68;74;75;61;72;-1;No;No;No
137;10;1;6;9;11;20;25;22;19;17;40;35;0;42;34;53;59;56;55;58;75;64;68;67;74;-1;No;No;No
138;3;15;9;10;2;28;17;24;19;27;35;39;0;31;44;55;52;53;54;48;75;70;61;63;67;-1;No;No;No
139;1;14;2;6;11;19;21;24;29;16;39;43;0;33;34;50;60;49;55;57;75;66;63;67;70;-1;No;No;No
140;3;1;4;2;11;20;28;17;23;27;35;42;0;38;33;60;56;54;46;48;71;75;65;68;61;-1;No;No;No
141;11;14;8;12;6;30;24;18;16;21;41;33;0;44;42;60;53;50;46;57;73;74;63;69;67;-1;No;No;No
142;12;14;15;8;11;17;23;20;28;21;31;35;0;44;40;47;54;60;58;49;65;62;75;63;71;-1;No;No;No
143;5;6;9;4;11;22;26;20;29;16;32;37;0;34;44;57;50;56;47;46;67;70;73;62;63;-1;No;No;No
144;5;6;4;9;1;24;25;18;26;19;33;34;0;36;38;57;55;48;49;50;61;68;66;71;67;-1;No;No;No
145;2;5;12;15;13;21;17;26;25;29;41;32;0;42;39;57;54;53;60;56;70;75;71;69;66;-1;No;No;No
146;3;13;12;15;10;20;19;29;25;23;36;43;0;33;38;59;48;53;49;56;61;70;69;67;72;-1;No;No;No
147;4;8;12;3;5;25;19;28;30;16;40;43;0;32;35;51;55;59;57;46;65;71;70;66;75;-1;No;No;No
148;9;8;15;10;14;25;17;28;19;23;38;40;0;44;37;46;47;48;54;50;61;66;70;71;65;-1;No;No;No
149;8;6;5;12;15;29;20;28;19;25;41;36;0;32;43;54;56;60;50;46;74;64;75;65;72;-1;No;No;No
150;4;11;13;8;1;19;27;24;29;22;41;38;0;31;42;50;55;54;58;52;63;68;74;61;64;-1;No;No;No
151;8;11;6;14;9;21;17;28;29;30;37;39;0;32;42;60;57;52;58;56;68;62;74;72;73;-1;No;No;No
152;9;4;14;8;10;20;26;28;29;17;39;32;0;35;42;57;52;53;55;51;75;74;63;68;69;-1;No;No;No
153;14;6;13;11;15;29;25;30;21;23;40;42;0;32;36;55;56;51;49;54;70;67;74;71;68;-1;No;No;No
154;15;4;11;7;14;23;17;26;22;19;39;43;0;44;37;57;54;48;55;60;61;62;66;65;69;-1;No;No;No
155;4;3;13;6;10;17;16;28;30;21;36;31;0;38;35;48;58;59;52;60;62;72;75;66;69;-1;No;No;No
156;1;15;13;11;3;24;28;27;25;20;32;45;0;39;43;59;50;57;60;58;75;62;74;68;73;-1;No;No;No
157;7;4;5;12;10;17;18;23;16;24;34;40;0;43;44;49;47;54;50;51;63;61;69;74;75;-1;No;No;No
158;7;10;4;12;8;18;20;24;28;26;32;42;0;41;38;49;51;46;48;50;64;74;61;69;72;-1;No;No;No
159;7;9;2;10;1;17;29;25;24;26;40;42;0;33;44;48;57;55;59;52;72;66;73;75;65;-1;No;No;No
160;2;14;8;13;9;28;27;29;22;19;45;34;0;35;40;50;48;55;49;47;63;68;67;74;66;-1;No;No;No
161;11;13;12;8;3;21;30;29;18;22;40;37;0;45;31;53;60;50;58;57;67;69;61;65;75;-1;No;No;No
162;10;5;14;8;4;22;19;28;30;24;44;45;0;43;39;58;48;55;59;51;68;75;63;66;74;-1;No;No;No
163;2;10;4;15;6;23;16;25;30;17;32;31;0;42;40;51;52;50;47;48;65;63;73;74;70;-1;No;No;No
164;11;14;1;4;3;29;19;28;26;22;34;31;0;43;39;56;52;49;48;50;70;72;61;73;66;-1;No;No;No
165;9;15;5;2;10;28;16;27;17;21;36;38;0;41;31;50;57;51;54;60;66;67;70;68;69;-1;No;No;No
166;11;7;15;14;13;17;25;29;27;19;32;31;0;44;42;60;46;55;49;52;71;70;73;66;64;-1;No;No;No
167;8;13;1;7;4;26;21;27;19;25;45;33;0;40;34;51;54;58;49;57;61;74;63;70;75;-1;No;No;No
168;2;14;11;6;1;25;30;22;17;19;35;34;0;41;40;56;52;59;47;46;66;63;64;73;74;-1;No;No;No
169;3;14;13;6;1;18;30;25;28;19;41;36;0;44;39;59;57;46;53;47;68;69;71;62;63;-1;No;No;No
170;3;7;9;1;8;30;22;24;17;18;45;36;0;43;37;48;56;47;58;50;67;68;73;62;75;-1;No;No;No
171;15;6;8;14;9;23;21;29;16;26;42;31;0;32;34;48;50;51;47;54;73;70;66;75;64;-1;No;No;No
172;7;11;12;13;14;19;24;26;17;25;40;34;0;43;37;46;57;50;48;49;71;70;73;75;66;-1;No;No;No
173;13;12;1;4;6;21;28;19;27;16;34;44;0;31;40;46;58;54;52;57;72;71;64;74;68;-1;No;No;No
174;5;12;1;7;13;20;23;21;29;27;32;33;0;31;35;50;51;47;57;60;66;63;67;74;73;-1;No;No;No
175;14;9;12;4;5;19;23;30;18;28;36;33;0;43;45;59;56;49;53;54;69;63;75;73;68;-1;No;No;No
176;7;12;5;2;9;23;17;29;30;18;41;36;0;33;45;60;52;47;48;54;75;70;69;65;72;-1;No;No;No
177;15;8;4;1;11;21;22;30;28;19;39;42;0;33;41;56;57;59;48;50;72;64;66;61;69;-1;No;No;No
178;1;2;4;13;12;22;24;29;17;23;33;39;0;37;34;57;50;48;47;49;70;72;62;68;61;-1;No;No;No
179;13;6;12;15;3;26;18;20;22;21;40;31;0;44;38;51;50;49;60;52;70;71;72;62;73;-1;No;No;No
180;7;3;11;13;4;16;29;20;18;19;43;40;0;36;44;49;58;52;56;54;72;73;62;61;68;-1;No;No;No
181;2;1;4;10;7;26;28;16;24;27;35;34;0;39;44;58;46;53;52;56;71;75;62;74;66;-1;No;No;No
182;1;5;13;7;14;28;22;24;30;29;37;38;0;35;40;60;46;48;54;51;67;75;74;70;66;-1;No;No;No
183;6;2;3;15;10;21;17;25;19;23;36;32;0;37;34;60;48;53;47;59;64;70;72;74;67;-1;No;No;No
184;5;8;1;2;15;21;25;26;16;18;32;31;0;42;45;46;59;57;60;55;61;67;65;73;75;-1;No;No;No
185;7;5;1;10;2;27;19;30;20;24;36;42;0;37;32;48;47;52;46;51;74;72;63;61;65;-1;No;No;No
186;9;1;4;3;13;23;21;24;29;27;41;37;0;34;40;51;60;56;52;59;61;70;67;63;74;-1;No;No;No
187;12;9;2;15;6;22;18;20;28;19;36;44;0;32;41;47;57;46;48;49;75;73;72;74;70;-1;No;No;No
188;12;10;6;1;7;18;26;17;20;22;45;34;0;31;39;58;48;57;46;54;62;70;71;61;72;-1;No;No;No
189;12;8;4;15;9;19;26;29;17;21;34;32;0;35;33;58;54;56;50;51;64;70;65;72;63;-1;No;No;No
190;14;5;11;15;8;22;28;25;16;24;38;41;0;39;36;56;49;46;53;59;70;64;71;66;74;-1;No;No;No
191;2;5;10;1;4;26;25;18;28;23;31;40;0;37;45;50;46;58;57;60;73;66;75;69;74;-1;No;No;No
192;6;14;10;15;5;20;23;17;26;28;31;34;0;42;32;58;50;49;57;54;63;69;71;72;70;-1;No;No;No
193;7;15;2;4;8;30;18;19;16;29;33;42;0;40;44;50;55;59;54;53;74;75;65;69;63;-1;No;No;No
194;13;5;10;6;14;23;18;26;21;25;36;35;0;44;39;52;60;58;51;48;61;73;64;66;68;-1;No;No;No
195;13;5;15;14;3;29;19;23;25;30;39;42;0;45;41;48;52;54;46;59;73;64;74;72;75;-1;No;No;No
196;10;5;6;13;11;21;23;19;26;22;34;43;0;33;31;48;49;51;58;47;61;70;66;75;64;-1;No;No;No
197;5;11;2;15;4;16;24;22;26;20;43;45;0;41;40;53;60;49;56;48;73;67;69;71;61;-1;No;No;No
198;13;11;7;1;2;24;19;26;27;16;31;33;0;39;38;54;58;60;47;56;66;61;62;63;74;-1;No;No;No
199;14;3;2;10;7;24;23;18;25;21;41;43;0;36;40;53;55;48;49;51;64;75;62;73;74;-1;No;No;No
200;3;4;1;8;2;22;18;17;24;23;33;34;0;32;40;51;46;47;53;52;63;75;74;66;67;-1;No;No;No
201;7;1;4;13;3;23;28;17;22;26;38;37;0;43;32;53;49;58;56;57;72;63;70;67;64;-1;No;No;No
202;7;3;13;4;5;19;18;20;29;17;45;35;0;40;38;58;54;48;50;59;64;66;61;75;71;-1;No;No;No
203;1;9;13;6;7;17;28;22;29;23;31;35;0;44;41;49;56;47;59;52;73;69;71;72;67;-1;No;No;No
204;15;11;3;5;12;20;25;18;23;28;35;42;0;34;37;58;56;46;59;51;61;71;69;73;67;-1;No;No;No
205;4;11;5;9;6;24;30;27;25;21;44;41;0;32;43;60;49;55;50;48;61;75;72;74;69;-1;No;No;No
206;12;1;4;15;5;22;20;26;23;27;33;42;0;43;40;48;49;47;53;60;64;69;65;71;68;-1;No;No;No
207;9;8;13;11;14;17;25;28;30;27;33;40;0;37;39;54;56;59;55;57;66;62;68;74;73;-1;No;No;No
208;13;9;12;7;6;30;27;29;16;21;42;40;0;38;33;58;53;60;55;57;69;67;71;66;61;-1;No;No;No
209;11;4;14;8;10;23;30;27;20;29;39;35;0;44;37;47;54;52;46;49;71;61;64;70;75;-1;No;No;No
210;5;3;7;13;10;23;24;25;18;19;41;32;0;44;35;60;57;50;58;56;72;68;73;74;65;-1;No;No;No
211;13;15;3;4;9;23;24;16;19;21;40;45;0;43;42;50;52;48;55;54;65;67;70;62;71;-1;No;No;No
212;5;15;14;7;11;19;20;30;28;18;33;43;0;32;42;54;49;58;55;48;72;69;73;61;66;-1;No;No;No
213;5;2;6;11;3;16;17;24;26;27;33;43;0;39;42;46;53;57;56;58;65;71;72;74;75;-1;No;No;No
214;8;12;15;2;9;17;20;25;22;29;33;32;0;35;34;50;47;56;57;48;61;72;71;73;74;-1;No;No;No
215;10;5;11;6;3;27;28;29;30;23;34;43;0;41;44;55;48;51;49;58;71;66;73;72;65;-1;No;No;No
216;4;2;11;13;3;21;16;25;20;27;32;42;0;38;40;56;54;60;55;59;69;62;68;66;64;-1;No;No;No
217;7;12;9;6;4;22;30;28;24;25;40;32;0;31;35;49;51;58;60;59;74;63;72;73;67;-1;No;No;No
218;2;12;9;5;13;23;19;16;21;20;36;37;0;42;41;58;56;57;47;59;66;71;65;70;73;-1;No;No;No
219;4;10;12;7;9;23;25;18;27;24;43;36;0;45;31;53;55;50;54;56;69;67;75;65;72;-1;No;No;No
220;13;5;14;1;11;19;30;18;22;28;41;36;0;37;39;57;55;47;51;50;67;61;71;62;66;-1;No;No;No
221;3;13;15;12;1;19;29;28;21;16;34;41;0;43;31;49;46;51;59;50;75;64;61;71;63;-1;No;No;No
222;3;13;15;5;14;22;17;24;21;19;39;43;0;36;41;57;59;46;47;60;70;63;75;65;62;-1;No;No;No
223;1;12;10;9;2;19;25;21;23;29;33;34;0;40;37;52;50;60;55;53;66;69;64;70;73;-1;No;No;No
224;2;15;1;5;9;30;22;18;26;16;43;33;0;42;40;58;57;56;60;52;64;69;67;75;63;-1;No;No;No
225;7;12;1;6;9;19;18;22;27;21;41;36;0;45;38;49;48;57;50;51;67;61;71;70;63;-1;No;No;No
226;6;7;14;1;11;16;27;30;17;26;37;33;0;45;38;47;59;54;60;58;72;67;70;68;66;-1;No;No;No
